TARGETID,file_idx,parquet_file,row_in_file,abs_index
1486p015-9446,264,train-00264-of-00396.parquet,140,67988
1486p015-9834,264,train-00264-of-00396.parquet,146,67994
1486p015-10712,264,train-00264-of-00396.parquet,155,68003
1486p015-11115,264,train-00264-of-00396.parquet,158,68006
1486p015-11623,264,train-00264-of-00396.parquet,161,68009
1486p015-11865,264,train-00264-of-00396.parquet,164,68012
1486p015-13758,264,train-00264-of-00396.parquet,193,68041
1486p017-409,264,train-00264-of-00396.parquet,199,68047
1486p017-685,264,train-00264-of-00396.parquet,202,68050
1486p017-2378,264,train-00264-of-00396.parquet,226,68074
1486p017-2396,264,train-00264-of-00396.parquet,227,68075
1486p017-2434,264,train-00264-of-00396.parquet,229,68077
1486p017-2714,264,train-00264-of-00396.parquet,232,68080
1486p017-4091,264,train-00264-of-00396.parquet,246,68094
1486p017-4136,264,train-00264-of-00396.parquet,249,68097
1486p017-5208,265,train-00265-of-00396.parquet,7,68112
1486p017-6235,265,train-00265-of-00396.parquet,12,68117
1486p017-6349,265,train-00265-of-00396.parquet,15,68120
1486p017-6420,265,train-00265-of-00396.parquet,17,68122
1486p017-6819,265,train-00265-of-00396.parquet,25,68130
1486p017-6960,265,train-00265-of-00396.parquet,31,68136
1486p017-9149,265,train-00265-of-00396.parquet,50,68155
1486p017-9748,265,train-00265-of-00396.parquet,64,68169
1486p017-9796,265,train-00265-of-00396.parquet,66,68171
1486p017-10145,265,train-00265-of-00396.parquet,72,68177
1486p017-10262,265,train-00265-of-00396.parquet,74,68179
1486p017-11116,265,train-00265-of-00396.parquet,84,68189
1486p017-11696,265,train-00265-of-00396.parquet,89,68194
1486p017-11971,265,train-00265-of-00396.parquet,93,68198
1486p017-12197,265,train-00265-of-00396.parquet,97,68202
1486p017-12199,265,train-00265-of-00396.parquet,98,68203
1486p017-12418,265,train-00265-of-00396.parquet,101,68206
1486p017-13151,265,train-00265-of-00396.parquet,111,68216
1486p017-13520,265,train-00265-of-00396.parquet,114,68219
1486p017-13724,265,train-00265-of-00396.parquet,117,68222
1501p007-1562,265,train-00265-of-00396.parquet,123,68228
1501p007-1700,265,train-00265-of-00396.parquet,125,68230
1501p007-1770,265,train-00265-of-00396.parquet,126,68231
1486p020-5439,265,train-00265-of-00396.parquet,131,68236
1486p020-6667,265,train-00265-of-00396.parquet,136,68241
1486p020-6910,265,train-00265-of-00396.parquet,138,68243
1486p020-7074,265,train-00265-of-00396.parquet,140,68245
1486p020-10264,265,train-00265-of-00396.parquet,156,68261
1486p020-10288,265,train-00265-of-00396.parquet,157,68262
1486p020-10803,265,train-00265-of-00396.parquet,162,68267
1486p020-10819,265,train-00265-of-00396.parquet,163,68268
1486p020-10987,265,train-00265-of-00396.parquet,165,68270
1486p020-11452,265,train-00265-of-00396.parquet,167,68272
1486p020-11562,265,train-00265-of-00396.parquet,168,68273
1486p020-12224,265,train-00265-of-00396.parquet,173,68278
1486p020-12685,265,train-00265-of-00396.parquet,177,68282
1486p020-12801,265,train-00265-of-00396.parquet,178,68283
1486p020-12980,265,train-00265-of-00396.parquet,180,68285
1501p010-356,265,train-00265-of-00396.parquet,185,68290
1501p010-659,265,train-00265-of-00396.parquet,192,68297
1501p010-786,265,train-00265-of-00396.parquet,195,68300
1501p010-1209,265,train-00265-of-00396.parquet,204,68309
1501p010-1225,265,train-00265-of-00396.parquet,206,68311
1501p010-1883,265,train-00265-of-00396.parquet,215,68320
1501p010-2447,265,train-00265-of-00396.parquet,222,68327
1501p010-2609,265,train-00265-of-00396.parquet,225,68330
1501p010-3445,265,train-00265-of-00396.parquet,234,68339
1501p010-4180,265,train-00265-of-00396.parquet,244,68349
1501p010-4441,265,train-00265-of-00396.parquet,250,68355
1501p010-5041,265,train-00265-of-00396.parquet,254,68359
1501p010-5192,266,train-00266-of-00396.parquet,0,68362
1501p010-6175,266,train-00266-of-00396.parquet,16,68378
1501p010-6965,266,train-00266-of-00396.parquet,25,68387
1501p010-7050,266,train-00266-of-00396.parquet,26,68388
1501p010-7172,266,train-00266-of-00396.parquet,27,68389
1501p010-7261,266,train-00266-of-00396.parquet,30,68392
1501p010-7463,266,train-00266-of-00396.parquet,34,68396
1501p010-7774,266,train-00266-of-00396.parquet,39,68401
1501p010-7808,266,train-00266-of-00396.parquet,40,68402
1501p010-7912,266,train-00266-of-00396.parquet,41,68403
1501p010-7914,266,train-00266-of-00396.parquet,42,68404
1501p010-8176,266,train-00266-of-00396.parquet,47,68409
1501p010-9764,266,train-00266-of-00396.parquet,64,68426
1501p010-10031,266,train-00266-of-00396.parquet,71,68433
1501p010-10292,266,train-00266-of-00396.parquet,76,68438
1501p010-10522,266,train-00266-of-00396.parquet,82,68444
1501p010-10592,266,train-00266-of-00396.parquet,85,68447
1501p012-719,266,train-00266-of-00396.parquet,116,68478
1501p012-882,266,train-00266-of-00396.parquet,121,68483
1501p012-1371,266,train-00266-of-00396.parquet,128,68490
1501p012-2120,266,train-00266-of-00396.parquet,138,68500
1501p012-2170,266,train-00266-of-00396.parquet,140,68502
1501p012-2231,266,train-00266-of-00396.parquet,144,68506
1501p012-2510,266,train-00266-of-00396.parquet,147,68509
1501p012-3516,266,train-00266-of-00396.parquet,161,68523
1501p012-3548,266,train-00266-of-00396.parquet,164,68526
1501p012-3598,266,train-00266-of-00396.parquet,165,68527
1501p012-3636,266,train-00266-of-00396.parquet,166,68528
1501p012-3927,266,train-00266-of-00396.parquet,177,68539
1501p012-3952,266,train-00266-of-00396.parquet,179,68541
1501p012-4312,266,train-00266-of-00396.parquet,184,68546
1501p012-4681,266,train-00266-of-00396.parquet,193,68555
1501p012-4898,266,train-00266-of-00396.parquet,197,68559
1501p012-5154,266,train-00266-of-00396.parquet,201,68563
1501p012-6131,266,train-00266-of-00396.parquet,214,68576
1501p012-6691,266,train-00266-of-00396.parquet,220,68582
1501p012-6775,266,train-00266-of-00396.parquet,221,68583
1501p012-7942,266,train-00266-of-00396.parquet,236,68598
1501p012-8072,266,train-00266-of-00396.parquet,239,68601
1501p012-8167,266,train-00266-of-00396.parquet,240,68602
1501p012-8357,266,train-00266-of-00396.parquet,249,68611
1501p012-8558,266,train-00266-of-00396.parquet,251,68613
1501p012-8672,266,train-00266-of-00396.parquet,253,68615
1501p012-8940,267,train-00267-of-00396.parquet,2,68621
1501p012-8951,267,train-00267-of-00396.parquet,3,68622
1501p012-10831,267,train-00267-of-00396.parquet,31,68650
1501p012-11352,267,train-00267-of-00396.parquet,41,68660
1501p012-11419,267,train-00267-of-00396.parquet,43,68662
1501p012-11519,267,train-00267-of-00396.parquet,46,68665
1501p012-11583,267,train-00267-of-00396.parquet,48,68667
1501p012-11667,267,train-00267-of-00396.parquet,49,68668
1501p012-11714,267,train-00267-of-00396.parquet,50,68669
1501p012-12107,267,train-00267-of-00396.parquet,56,68675
1501p012-12592,267,train-00267-of-00396.parquet,62,68681
1501p012-12848,267,train-00267-of-00396.parquet,69,68688
1501p012-12879,267,train-00267-of-00396.parquet,70,68689
1501p012-13053,267,train-00267-of-00396.parquet,73,68692
1501p012-13068,267,train-00267-of-00396.parquet,74,68693
1501p012-13110,267,train-00267-of-00396.parquet,78,68697
1501p015-1424,267,train-00267-of-00396.parquet,92,68711
1501p015-2319,267,train-00267-of-00396.parquet,98,68717
1501p015-3493,267,train-00267-of-00396.parquet,106,68725
1501p015-4597,267,train-00267-of-00396.parquet,113,68732
1501p015-5075,267,train-00267-of-00396.parquet,117,68736
1501p015-5232,267,train-00267-of-00396.parquet,120,68739
1501p015-5515,267,train-00267-of-00396.parquet,123,68742
1501p015-6388,267,train-00267-of-00396.parquet,130,68749
1501p015-6562,267,train-00267-of-00396.parquet,134,68753
1501p015-6584,267,train-00267-of-00396.parquet,135,68754
1501p015-6680,267,train-00267-of-00396.parquet,137,68756
1501p015-6911,267,train-00267-of-00396.parquet,140,68759
1501p015-7652,267,train-00267-of-00396.parquet,143,68762
1501p015-7921,267,train-00267-of-00396.parquet,151,68770
1501p015-8406,267,train-00267-of-00396.parquet,159,68778
1501p015-9320,267,train-00267-of-00396.parquet,162,68781
1488p007-9573,267,train-00267-of-00396.parquet,242,68861
1488p010-9150,268,train-00268-of-00396.parquet,159,69035
1488p010-10304,268,train-00268-of-00396.parquet,179,69055
1488p010-10423,268,train-00268-of-00396.parquet,181,69057
1488p010-11263,268,train-00268-of-00396.parquet,201,69077
1488p010-12010,268,train-00268-of-00396.parquet,214,69090
1488p010-12334,268,train-00268-of-00396.parquet,218,69094
1488p010-12645,268,train-00268-of-00396.parquet,222,69098
1488p010-12677,268,train-00268-of-00396.parquet,223,69099
1488p010-13082,268,train-00268-of-00396.parquet,233,69109
1488p010-13144,268,train-00268-of-00396.parquet,234,69110
1488p012-405,268,train-00268-of-00396.parquet,241,69117
1488p012-2084,269,train-00269-of-00396.parquet,8,69141
1488p012-3543,269,train-00269-of-00396.parquet,31,69164
1488p012-4084,269,train-00269-of-00396.parquet,35,69168
1488p012-4711,269,train-00269-of-00396.parquet,39,69172
1488p012-5430,269,train-00269-of-00396.parquet,54,69187
1488p012-6131,269,train-00269-of-00396.parquet,63,69196
1488p012-6235,269,train-00269-of-00396.parquet,65,69198
1488p012-7464,269,train-00269-of-00396.parquet,91,69224
1488p012-7488,269,train-00269-of-00396.parquet,93,69226
1488p012-8779,269,train-00269-of-00396.parquet,101,69234
1488p012-8982,269,train-00269-of-00396.parquet,104,69237
1488p012-9856,269,train-00269-of-00396.parquet,110,69243
1488p012-10927,269,train-00269-of-00396.parquet,116,69249
1488p012-11086,269,train-00269-of-00396.parquet,118,69251
1488p012-11670,269,train-00269-of-00396.parquet,126,69259
1488p012-11891,269,train-00269-of-00396.parquet,131,69264
1488p012-11954,269,train-00269-of-00396.parquet,132,69265
1488p012-12307,269,train-00269-of-00396.parquet,140,69273
1488p012-12496,269,train-00269-of-00396.parquet,146,69279
1488p012-12825,269,train-00269-of-00396.parquet,153,69286
1488p012-13129,269,train-00269-of-00396.parquet,158,69291
1488p012-13591,269,train-00269-of-00396.parquet,166,69299
1488p012-13693,269,train-00269-of-00396.parquet,168,69301
1488p015-2999,269,train-00269-of-00396.parquet,205,69338
1488p015-3143,269,train-00269-of-00396.parquet,207,69340
1488p015-3600,269,train-00269-of-00396.parquet,213,69346
1488p015-3778,269,train-00269-of-00396.parquet,215,69348
1488p015-4925,269,train-00269-of-00396.parquet,231,69364
1488p015-5236,269,train-00269-of-00396.parquet,234,69367
1488p015-5620,269,train-00269-of-00396.parquet,237,69370
1488p015-5694,269,train-00269-of-00396.parquet,239,69372
1488p015-5818,269,train-00269-of-00396.parquet,240,69373
1488p015-7672,269,train-00269-of-00396.parquet,254,69387
1488p015-8039,270,train-00270-of-00396.parquet,4,69394
1488p015-8043,270,train-00270-of-00396.parquet,5,69395
1488p015-8186,270,train-00270-of-00396.parquet,9,69399
1488p015-8366,270,train-00270-of-00396.parquet,13,69403
1488p015-8428,270,train-00270-of-00396.parquet,14,69404
1488p015-8509,270,train-00270-of-00396.parquet,16,69406
1488p015-8915,270,train-00270-of-00396.parquet,26,69416
1488p015-8924,270,train-00270-of-00396.parquet,27,69417
1488p015-9319,270,train-00270-of-00396.parquet,32,69422
1488p015-9572,270,train-00270-of-00396.parquet,37,69427
1488p015-10024,270,train-00270-of-00396.parquet,43,69433
1488p015-11299,270,train-00270-of-00396.parquet,60,69450
1488p015-11609,270,train-00270-of-00396.parquet,65,69455
1488p015-11974,270,train-00270-of-00396.parquet,77,69467
1488p015-12258,270,train-00270-of-00396.parquet,83,69473
1488p015-13407,270,train-00270-of-00396.parquet,96,69486
1503p007-6064,270,train-00270-of-00396.parquet,110,69500
1503p007-7097,270,train-00270-of-00396.parquet,121,69511
1503p007-9553,270,train-00270-of-00396.parquet,151,69541
1503p007-9853,270,train-00270-of-00396.parquet,153,69543
1503p007-10465,270,train-00270-of-00396.parquet,166,69556
1503p007-10652,270,train-00270-of-00396.parquet,168,69558
1503p007-11810,270,train-00270-of-00396.parquet,177,69567
1503p007-11816,270,train-00270-of-00396.parquet,178,69568
1488p017-308,270,train-00270-of-00396.parquet,194,69584
1488p017-383,270,train-00270-of-00396.parquet,197,69587
1488p017-571,270,train-00270-of-00396.parquet,199,69589
1488p017-1907,270,train-00270-of-00396.parquet,203,69593
1488p017-2038,270,train-00270-of-00396.parquet,208,69598
1488p017-2090,270,train-00270-of-00396.parquet,210,69600
1488p017-2127,270,train-00270-of-00396.parquet,213,69603
1488p017-2472,270,train-00270-of-00396.parquet,219,69609
1488p017-2615,270,train-00270-of-00396.parquet,227,69617
1488p017-2656,270,train-00270-of-00396.parquet,228,69618
1488p017-3148,270,train-00270-of-00396.parquet,236,69626
1488p017-3765,270,train-00270-of-00396.parquet,241,69631
1488p017-3796,270,train-00270-of-00396.parquet,242,69632
1488p017-3875,270,train-00270-of-00396.parquet,243,69633
1488p017-3878,270,train-00270-of-00396.parquet,244,69634
1488p017-3975,270,train-00270-of-00396.parquet,248,69638
1488p017-3999,270,train-00270-of-00396.parquet,249,69639
1488p017-4435,270,train-00270-of-00396.parquet,255,69645
1488p017-4459,270,train-00270-of-00396.parquet,256,69646
1488p017-4823,271,train-00271-of-00396.parquet,3,69650
1488p017-4853,271,train-00271-of-00396.parquet,4,69651
1488p017-5143,271,train-00271-of-00396.parquet,10,69657
1488p017-5517,271,train-00271-of-00396.parquet,12,69659
1488p017-5687,271,train-00271-of-00396.parquet,15,69662
1488p017-5712,271,train-00271-of-00396.parquet,17,69664
1488p017-6339,271,train-00271-of-00396.parquet,26,69673
1488p017-6458,271,train-00271-of-00396.parquet,28,69675
1488p017-7256,271,train-00271-of-00396.parquet,41,69688
1488p017-7279,271,train-00271-of-00396.parquet,42,69689
1488p017-7551,271,train-00271-of-00396.parquet,46,69693
1488p017-7807,271,train-00271-of-00396.parquet,51,69698
1488p017-8136,271,train-00271-of-00396.parquet,58,69705
1488p017-8771,271,train-00271-of-00396.parquet,68,69715
1488p017-9414,271,train-00271-of-00396.parquet,73,69720
1488p017-9446,271,train-00271-of-00396.parquet,75,69722
1488p017-9929,271,train-00271-of-00396.parquet,78,69725
1488p017-9940,271,train-00271-of-00396.parquet,80,69727
1488p017-10138,271,train-00271-of-00396.parquet,84,69731
1488p017-10180,271,train-00271-of-00396.parquet,86,69733
1488p017-10667,271,train-00271-of-00396.parquet,94,69741
1488p017-11053,271,train-00271-of-00396.parquet,102,69749
1488p017-11882,271,train-00271-of-00396.parquet,117,69764
1488p017-11885,271,train-00271-of-00396.parquet,118,69765
1488p017-11956,271,train-00271-of-00396.parquet,119,69766
1488p017-12143,271,train-00271-of-00396.parquet,125,69772
1488p017-12154,271,train-00271-of-00396.parquet,126,69773
1488p017-12803,271,train-00271-of-00396.parquet,135,69782
1488p017-12909,271,train-00271-of-00396.parquet,138,69785
1488p017-12957,271,train-00271-of-00396.parquet,140,69787
1488p017-13056,271,train-00271-of-00396.parquet,143,69790
1488p017-13224,271,train-00271-of-00396.parquet,147,69794
1488p017-13464,271,train-00271-of-00396.parquet,153,69800
1488p017-13542,271,train-00271-of-00396.parquet,154,69801
1488p017-13714,271,train-00271-of-00396.parquet,159,69806
1503p010-691,271,train-00271-of-00396.parquet,170,69817
1503p010-779,271,train-00271-of-00396.parquet,173,69820
1503p010-819,271,train-00271-of-00396.parquet,174,69821
1503p010-861,271,train-00271-of-00396.parquet,176,69823
1503p010-1086,271,train-00271-of-00396.parquet,180,69827
1503p010-1442,271,train-00271-of-00396.parquet,185,69832
1503p010-1566,271,train-00271-of-00396.parquet,187,69834
1503p010-1567,271,train-00271-of-00396.parquet,188,69835
1503p010-1693,271,train-00271-of-00396.parquet,190,69837
1503p010-1720,271,train-00271-of-00396.parquet,191,69838
1503p010-1739,271,train-00271-of-00396.parquet,192,69839
1503p010-1980,271,train-00271-of-00396.parquet,200,69847
1503p010-2069,271,train-00271-of-00396.parquet,203,69850
1503p010-2091,271,train-00271-of-00396.parquet,205,69852
1503p010-2096,271,train-00271-of-00396.parquet,206,69853
1503p010-3448,271,train-00271-of-00396.parquet,230,69877
1503p010-3988,271,train-00271-of-00396.parquet,236,69883
1503p010-4217,271,train-00271-of-00396.parquet,238,69885
1503p010-4247,271,train-00271-of-00396.parquet,239,69886
1503p010-4289,271,train-00271-of-00396.parquet,241,69888
1503p010-4721,271,train-00271-of-00396.parquet,251,69898
1503p010-4726,271,train-00271-of-00396.parquet,252,69899
1503p010-4739,271,train-00271-of-00396.parquet,253,69900
1503p010-5364,272,train-00272-of-00396.parquet,3,69907
1503p010-5520,272,train-00272-of-00396.parquet,8,69912
1503p010-5961,272,train-00272-of-00396.parquet,14,69918
1503p010-6681,272,train-00272-of-00396.parquet,32,69936
1503p010-6808,272,train-00272-of-00396.parquet,38,69942
1503p010-6924,272,train-00272-of-00396.parquet,40,69944
1503p010-7388,272,train-00272-of-00396.parquet,43,69947
1503p010-8587,272,train-00272-of-00396.parquet,51,69955
1503p010-10176,272,train-00272-of-00396.parquet,68,69972
1503p010-10292,272,train-00272-of-00396.parquet,71,69975
1503p010-10363,272,train-00272-of-00396.parquet,73,69977
1503p010-10613,272,train-00272-of-00396.parquet,78,69982
1503p010-11244,272,train-00272-of-00396.parquet,94,69998
1503p010-11902,272,train-00272-of-00396.parquet,107,70011
1503p010-12269,272,train-00272-of-00396.parquet,111,70015
1503p012-523,272,train-00272-of-00396.parquet,114,70018
1503p012-780,272,train-00272-of-00396.parquet,117,70021
1503p012-1043,272,train-00272-of-00396.parquet,121,70025
1503p012-2086,272,train-00272-of-00396.parquet,129,70033
1503p012-3780,272,train-00272-of-00396.parquet,150,70054
1503p012-5271,272,train-00272-of-00396.parquet,165,70069
1503p012-6099,272,train-00272-of-00396.parquet,172,70076
1503p012-8363,272,train-00272-of-00396.parquet,185,70089
1503p012-8392,272,train-00272-of-00396.parquet,186,70090
1503p012-8485,272,train-00272-of-00396.parquet,187,70091
1503p012-9748,272,train-00272-of-00396.parquet,188,70092
1503p012-10651,272,train-00272-of-00396.parquet,193,70097
1503p012-10905,272,train-00272-of-00396.parquet,194,70098
1503p012-11856,272,train-00272-of-00396.parquet,198,70102
1503p012-13031,272,train-00272-of-00396.parquet,204,70108
1503p012-15286,272,train-00272-of-00396.parquet,208,70112
1503p012-15851,272,train-00272-of-00396.parquet,209,70113
1503p012-16051,272,train-00272-of-00396.parquet,211,70115
1488p020-960,272,train-00272-of-00396.parquet,219,70123
1488p020-1025,272,train-00272-of-00396.parquet,221,70125
1488p020-1386,272,train-00272-of-00396.parquet,227,70131
1488p020-1954,272,train-00272-of-00396.parquet,236,70140
1488p020-1996,272,train-00272-of-00396.parquet,237,70141
1488p020-2009,272,train-00272-of-00396.parquet,238,70142
1488p020-2066,272,train-00272-of-00396.parquet,240,70144
1488p020-2241,272,train-00272-of-00396.parquet,242,70146
1488p020-2571,272,train-00272-of-00396.parquet,248,70152
1488p020-3587,273,train-00273-of-00396.parquet,1,70162
1488p020-3677,273,train-00273-of-00396.parquet,2,70163
1488p020-3890,273,train-00273-of-00396.parquet,8,70169
1488p020-4711,273,train-00273-of-00396.parquet,25,70186
1488p020-6874,273,train-00273-of-00396.parquet,45,70206
1488p020-6963,273,train-00273-of-00396.parquet,47,70208
1488p020-7385,273,train-00273-of-00396.parquet,51,70212
1488p020-8053,273,train-00273-of-00396.parquet,56,70217
1488p020-8657,273,train-00273-of-00396.parquet,67,70228
1488p020-9005,273,train-00273-of-00396.parquet,70,70231
1488p020-9551,273,train-00273-of-00396.parquet,73,70234
1488p020-10277,273,train-00273-of-00396.parquet,84,70245
1488p020-10313,273,train-00273-of-00396.parquet,86,70247
1488p020-10380,273,train-00273-of-00396.parquet,88,70249
1488p020-10383,273,train-00273-of-00396.parquet,89,70250
1488p020-10938,273,train-00273-of-00396.parquet,99,70260
1488p020-11312,273,train-00273-of-00396.parquet,102,70263
1488p020-11709,273,train-00273-of-00396.parquet,109,70270
1488p020-11992,273,train-00273-of-00396.parquet,114,70275
1488p020-12296,273,train-00273-of-00396.parquet,119,70280
1488p020-13383,273,train-00273-of-00396.parquet,133,70294
1488p022-4999,273,train-00273-of-00396.parquet,138,70299
1488p022-8627,273,train-00273-of-00396.parquet,156,70317
1488p022-8990,273,train-00273-of-00396.parquet,159,70320
1488p022-9191,273,train-00273-of-00396.parquet,161,70322
1488p022-9562,273,train-00273-of-00396.parquet,166,70327
1488p022-9756,273,train-00273-of-00396.parquet,171,70332
1488p022-10381,273,train-00273-of-00396.parquet,177,70338
1488p022-10796,273,train-00273-of-00396.parquet,181,70342
1488p022-11013,273,train-00273-of-00396.parquet,185,70346
1488p022-11680,273,train-00273-of-00396.parquet,192,70353
1488p022-12222,273,train-00273-of-00396.parquet,197,70358
1488p022-12521,273,train-00273-of-00396.parquet,199,70360
1488p022-12919,273,train-00273-of-00396.parquet,201,70362
1488p022-13439,273,train-00273-of-00396.parquet,205,70366
1506p007-835,273,train-00273-of-00396.parquet,214,70375
1506p007-911,273,train-00273-of-00396.parquet,215,70376
1506p007-2910,273,train-00273-of-00396.parquet,230,70391
1506p007-2944,273,train-00273-of-00396.parquet,231,70392
1506p007-3344,273,train-00273-of-00396.parquet,234,70395
1506p007-5530,273,train-00273-of-00396.parquet,245,70406
1506p007-5704,273,train-00273-of-00396.parquet,249,70410
1506p007-5829,273,train-00273-of-00396.parquet,252,70413
1506p007-5937,273,train-00273-of-00396.parquet,255,70416
1506p007-6033,274,train-00274-of-00396.parquet,0,70418
1506p007-6358,274,train-00274-of-00396.parquet,8,70426
1506p007-6566,274,train-00274-of-00396.parquet,15,70433
1506p007-7338,274,train-00274-of-00396.parquet,33,70451
1506p007-8027,274,train-00274-of-00396.parquet,43,70461
1506p007-8240,274,train-00274-of-00396.parquet,52,70470
1491p007-3913,274,train-00274-of-00396.parquet,114,70532
1491p007-7584,274,train-00274-of-00396.parquet,147,70565
1491p007-9339,274,train-00274-of-00396.parquet,156,70574
1491p007-9799,274,train-00274-of-00396.parquet,161,70579
1506p010-408,274,train-00274-of-00396.parquet,169,70587
1506p010-1063,274,train-00274-of-00396.parquet,185,70603
1506p010-1119,274,train-00274-of-00396.parquet,187,70605
1506p010-1304,274,train-00274-of-00396.parquet,196,70614
1506p010-1518,274,train-00274-of-00396.parquet,202,70620
1506p010-1942,274,train-00274-of-00396.parquet,210,70628
1506p010-2181,274,train-00274-of-00396.parquet,214,70632
1506p010-2377,274,train-00274-of-00396.parquet,218,70636
1506p010-3013,274,train-00274-of-00396.parquet,227,70645
1506p010-3049,274,train-00274-of-00396.parquet,230,70648
1506p010-3380,274,train-00274-of-00396.parquet,235,70653
1506p010-3778,274,train-00274-of-00396.parquet,243,70661
1506p010-4175,274,train-00274-of-00396.parquet,246,70664
1506p010-6437,275,train-00275-of-00396.parquet,9,70684
1506p010-6457,275,train-00275-of-00396.parquet,11,70686
1506p010-6619,275,train-00275-of-00396.parquet,16,70691
1506p010-6736,275,train-00275-of-00396.parquet,18,70693
1506p010-7657,275,train-00275-of-00396.parquet,26,70701
1506p010-8052,275,train-00275-of-00396.parquet,28,70703
1491p010-265,275,train-00275-of-00396.parquet,50,70725
1491p010-267,275,train-00275-of-00396.parquet,51,70726
1491p010-1903,275,train-00275-of-00396.parquet,68,70743
1491p010-2677,275,train-00275-of-00396.parquet,79,70754
1491p010-2776,275,train-00275-of-00396.parquet,83,70758
1491p010-3338,275,train-00275-of-00396.parquet,90,70765
1491p010-3511,275,train-00275-of-00396.parquet,94,70769
1491p010-3806,275,train-00275-of-00396.parquet,96,70771
1491p010-3954,275,train-00275-of-00396.parquet,98,70773
1491p010-4859,275,train-00275-of-00396.parquet,116,70791
1491p010-5128,275,train-00275-of-00396.parquet,126,70801
1491p010-6199,275,train-00275-of-00396.parquet,151,70826
1491p010-6276,275,train-00275-of-00396.parquet,153,70828
1491p010-6462,275,train-00275-of-00396.parquet,158,70833
1491p010-6591,275,train-00275-of-00396.parquet,163,70838
1491p010-6662,275,train-00275-of-00396.parquet,167,70842
1491p010-6801,275,train-00275-of-00396.parquet,172,70847
1491p010-6874,275,train-00275-of-00396.parquet,174,70849
1491p010-7439,275,train-00275-of-00396.parquet,187,70862
1491p010-7933,275,train-00275-of-00396.parquet,195,70870
1491p010-7999,275,train-00275-of-00396.parquet,197,70872
1491p010-8051,275,train-00275-of-00396.parquet,199,70874
1491p010-8151,275,train-00275-of-00396.parquet,200,70875
1491p010-8200,275,train-00275-of-00396.parquet,202,70877
1491p010-8245,275,train-00275-of-00396.parquet,203,70878
1491p010-9143,275,train-00275-of-00396.parquet,216,70891
1491p010-9574,275,train-00275-of-00396.parquet,227,70902
1491p010-11031,275,train-00275-of-00396.parquet,247,70922
1491p010-11111,275,train-00275-of-00396.parquet,251,70926
1491p010-11476,276,train-00276-of-00396.parquet,6,70938
1491p010-12066,276,train-00276-of-00396.parquet,21,70953
1491p010-12252,276,train-00276-of-00396.parquet,23,70955
1491p010-12454,276,train-00276-of-00396.parquet,27,70959
1491p010-12826,276,train-00276-of-00396.parquet,32,70964
1491p012-940,276,train-00276-of-00396.parquet,44,70976
1491p012-1515,276,train-00276-of-00396.parquet,54,70986
