TARGETID,file_idx,parquet_file,row_in_file,abs_index
42090426097754918,268,train-00268-of-00396.parquet,159,69035
42090426097755240,268,train-00268-of-00396.parquet,179,69055
42090426097751500,268,train-00268-of-00396.parquet,181,69057
42090426097755963,268,train-00268-of-00396.parquet,201,69077
42090430392717264,268,train-00268-of-00396.parquet,214,69090
42090288658810772,268,train-00268-of-00396.parquet,218,69094
42090288658811513,268,train-00268-of-00396.parquet,222,69098
42090292953763325,268,train-00268-of-00396.parquet,223,69099
42090292953764723,268,train-00268-of-00396.parquet,233,69109
42084932834591612,269,train-00269-of-00396.parquet,35,69168
42084937129552252,269,train-00269-of-00396.parquet,63,69196
42084937129545328,269,train-00269-of-00396.parquet,91,69224
42084937129556519,269,train-00269-of-00396.parquet,93,69226
42090434687695500,269,train-00269-of-00396.parquet,101,69234
42090434687692653,269,train-00269-of-00396.parquet,104,69237
42090434687694690,269,train-00269-of-00396.parquet,110,69243
42090434687695091,269,train-00269-of-00396.parquet,116,69249
42090434687696089,269,train-00269-of-00396.parquet,118,69251
42090434687696355,269,train-00269-of-00396.parquet,131,69264
42090434687696354,269,train-00269-of-00396.parquet,132,69265
42090434687696272,269,train-00269-of-00396.parquet,140,69273
42090297248731694,269,train-00269-of-00396.parquet,146,69279
42090297248731501,269,train-00269-of-00396.parquet,158,69291
43154182122798894,269,train-00269-of-00396.parquet,205,69338
42084941424514508,269,train-00269-of-00396.parquet,207,69340
42084941424515067,269,train-00269-of-00396.parquet,213,69346
43154182122797724,269,train-00269-of-00396.parquet,215,69348
43154186417756382,269,train-00269-of-00396.parquet,231,69364
43154186417755589,269,train-00269-of-00396.parquet,234,69367
43154044683843632,269,train-00269-of-00396.parquet,254,69387
43154044683839915,270,train-00270-of-00396.parquet,9,69399
43154044683839465,270,train-00270-of-00396.parquet,13,69403
42090438982655394,270,train-00270-of-00396.parquet,14,69404
43154044683842649,270,train-00270-of-00396.parquet,16,69406
43154048978802509,270,train-00270-of-00396.parquet,26,69416
43154044683842164,270,train-00270-of-00396.parquet,37,69427
43154044683839434,270,train-00270-of-00396.parquet,43,69433
43154044683841499,270,train-00270-of-00396.parquet,60,69450
42090438982654187,270,train-00270-of-00396.parquet,65,69455
42090434687697427,270,train-00270-of-00396.parquet,77,69467
42090301543702612,270,train-00270-of-00396.parquet,83,69473
42090301543700704,270,train-00270-of-00396.parquet,96,69486
42094824144260162,270,train-00270-of-00396.parquet,110,69500
42094819849286525,270,train-00270-of-00396.parquet,121,69511
42094819849286000,270,train-00270-of-00396.parquet,151,69541
42094819849287142,270,train-00270-of-00396.parquet,153,69543
43154186417763940,270,train-00270-of-00396.parquet,197,69587
43154186417757084,270,train-00270-of-00396.parquet,199,69589
43154186417760882,270,train-00270-of-00396.parquet,203,69593
43154186417765710,270,train-00270-of-00396.parquet,208,69598
43154190712722142,270,train-00270-of-00396.parquet,210,69600
43154190712726603,270,train-00270-of-00396.parquet,213,69603
43154190712721417,270,train-00270-of-00396.parquet,241,69631
43154186417763916,270,train-00270-of-00396.parquet,242,69632
43154190712721416,270,train-00270-of-00396.parquet,244,69634
43154186417765728,270,train-00270-of-00396.parquet,249,69639
43154186417759735,270,train-00270-of-00396.parquet,256,69646
43154186417762599,271,train-00271-of-00396.parquet,3,69650
43154186417765345,271,train-00271-of-00396.parquet,4,69651
43154186417762080,271,train-00271-of-00396.parquet,10,69657
43154186417757052,271,train-00271-of-00396.parquet,12,69659
43154186417765549,271,train-00271-of-00396.parquet,15,69662
43154048978807374,271,train-00271-of-00396.parquet,28,69675
43154048978806292,271,train-00271-of-00396.parquet,41,69688
43154048978806977,271,train-00271-of-00396.parquet,42,69689
43154048978805910,271,train-00271-of-00396.parquet,46,69693
43154048978816072,271,train-00271-of-00396.parquet,51,69698
43154048978815743,271,train-00271-of-00396.parquet,68,69715
43154053273768223,271,train-00271-of-00396.parquet,75,69722
43154048978815634,271,train-00271-of-00396.parquet,80,69727
43154048978810803,271,train-00271-of-00396.parquet,84,69731
43154053273775649,271,train-00271-of-00396.parquet,86,69733
43154048978813452,271,train-00271-of-00396.parquet,102,69749
43154053273770496,271,train-00271-of-00396.parquet,117,69764
43154048978804442,271,train-00271-of-00396.parquet,118,69765
43154048978806681,271,train-00271-of-00396.parquet,126,69773
43154048978815994,271,train-00271-of-00396.parquet,135,69782
43154048978811458,271,train-00271-of-00396.parquet,138,69785
43154048978804824,271,train-00271-of-00396.parquet,143,69790
43154048978815357,271,train-00271-of-00396.parquet,147,69794
43154053273775990,271,train-00271-of-00396.parquet,154,69801
43154053273770197,271,train-00271-of-00396.parquet,159,69806
42089468320046006,271,train-00271-of-00396.parquet,170,69817
42089468320046005,271,train-00271-of-00396.parquet,173,69820
42089468320049917,271,train-00271-of-00396.parquet,174,69821
42089468320049916,271,train-00271-of-00396.parquet,176,69823
42089464025072183,271,train-00271-of-00396.parquet,187,69834
42089468320044743,271,train-00271-of-00396.parquet,188,69835
42089464025074562,271,train-00271-of-00396.parquet,191,69838
42089464025070987,271,train-00271-of-00396.parquet,192,69839
42089326586128046,271,train-00271-of-00396.parquet,200,69847
42089330881094800,271,train-00271-of-00396.parquet,203,69850
42089326586126876,271,train-00271-of-00396.parquet,205,69852
42089326586126876,271,train-00271-of-00396.parquet,206,69853
42089330881090643,271,train-00271-of-00396.parquet,230,69877
42089326586124059,271,train-00271-of-00396.parquet,236,69883
42089326586123368,271,train-00271-of-00396.parquet,238,69885
42089326586131080,271,train-00271-of-00396.parquet,239,69886
42089326586126049,271,train-00271-of-00396.parquet,241,69888
42089326586122031,271,train-00271-of-00396.parquet,251,69898
42089326586122031,271,train-00271-of-00396.parquet,252,69899
42089330881093127,272,train-00272-of-00396.parquet,3,69907
42089330881096069,272,train-00272-of-00396.parquet,14,69918
42094824144265416,272,train-00272-of-00396.parquet,51,69955
42094824144266564,272,train-00272-of-00396.parquet,68,69972
42094686705316038,272,train-00272-of-00396.parquet,73,69977
42094686705312670,272,train-00272-of-00396.parquet,78,69982
42094686705311852,272,train-00272-of-00396.parquet,94,69998
42094691000281597,272,train-00272-of-00396.parquet,107,70011
42094691000280742,272,train-00272-of-00396.parquet,111,70015
42089472615021143,272,train-00272-of-00396.parquet,117,70021
42089472615020304,272,train-00272-of-00396.parquet,121,70025
42089472615010196,272,train-00272-of-00396.parquet,129,70033
42089330881100043,272,train-00272-of-00396.parquet,150,70054
42089330881102633,272,train-00272-of-00396.parquet,165,70069
42089330881104147,272,train-00272-of-00396.parquet,172,70076
42094828439233544,272,train-00272-of-00396.parquet,185,70089
42094828439233545,272,train-00272-of-00396.parquet,187,70091
42094832734195801,272,train-00272-of-00396.parquet,188,70092
42094828439235833,272,train-00272-of-00396.parquet,193,70097
42094832734196565,272,train-00272-of-00396.parquet,194,70098
42094828439235893,272,train-00272-of-00396.parquet,198,70102
42094691000285937,272,train-00272-of-00396.parquet,208,70112
42094691000289020,272,train-00272-of-00396.parquet,209,70113
43154190712730390,272,train-00272-of-00396.parquet,219,70123
43154190712730667,272,train-00272-of-00396.parquet,227,70131
43154190712730315,272,train-00272-of-00396.parquet,236,70140
43154190712730311,272,train-00272-of-00396.parquet,240,70144
43154190712728841,272,train-00272-of-00396.parquet,242,70146
43154190712729820,272,train-00272-of-00396.parquet,248,70152
43154195007688967,273,train-00273-of-00396.parquet,1,70162
43154195007688858,273,train-00273-of-00396.parquet,2,70163
43154195007692166,273,train-00273-of-00396.parquet,8,70169
43154195007686612,273,train-00273-of-00396.parquet,25,70186
43154057568738713,273,train-00273-of-00396.parquet,45,70206
43154057568734549,273,train-00273-of-00396.parquet,47,70208
43154053273779081,273,train-00273-of-00396.parquet,51,70212
43154057568738365,273,train-00273-of-00396.parquet,56,70217
43154057568736936,273,train-00273-of-00396.parquet,70,70231
43154057568739174,273,train-00273-of-00396.parquet,84,70245
43154057568737011,273,train-00273-of-00396.parquet,86,70247
43154053273781957,273,train-00273-of-00396.parquet,88,70249
43154057568734229,273,train-00273-of-00396.parquet,99,70260
43154057568741786,273,train-00273-of-00396.parquet,102,70263
43154057568743741,273,train-00273-of-00396.parquet,109,70270
43154057568744749,273,train-00273-of-00396.parquet,114,70275
43154053273781983,273,train-00273-of-00396.parquet,119,70280
43154053273778564,273,train-00273-of-00396.parquet,133,70294
43154199302643526,273,train-00273-of-00396.parquet,138,70299
43154061863702206,273,train-00273-of-00396.parquet,156,70317
43154061863702051,273,train-00273-of-00396.parquet,159,70320
43154061863701720,273,train-00273-of-00396.parquet,161,70322
43154061863702458,273,train-00273-of-00396.parquet,166,70327
43154061863702204,273,train-00273-of-00396.parquet,171,70332
43154061863703111,273,train-00273-of-00396.parquet,177,70338
43154061863700323,273,train-00273-of-00396.parquet,185,70346
43154061863701059,273,train-00273-of-00396.parquet,192,70353
43154061863701334,273,train-00273-of-00396.parquet,197,70358
43154057568747630,273,train-00273-of-00396.parquet,201,70362
43154061863700959,273,train-00273-of-00396.parquet,205,70366
42094686705287482,273,train-00273-of-00396.parquet,214,70375
42094682410343015,273,train-00273-of-00396.parquet,234,70395
42094682410343407,273,train-00273-of-00396.parquet,245,70406
42094544971390104,273,train-00273-of-00396.parquet,252,70413
42094544971390243,273,train-00273-of-00396.parquet,255,70416
42094544971385088,274,train-00274-of-00396.parquet,0,70418
42094544971393196,274,train-00274-of-00396.parquet,8,70426
42094544971388741,274,train-00274-of-00396.parquet,15,70433
42094544971390429,274,train-00274-of-00396.parquet,33,70451
42094549266354566,274,train-00274-of-00396.parquet,43,70461
42094544971389501,274,train-00274-of-00396.parquet,52,70470
42090151219843728,274,train-00274-of-00396.parquet,156,70574
42094686705312026,274,train-00274-of-00396.parquet,169,70587
42094686705312069,274,train-00274-of-00396.parquet,185,70603
42094686705311551,274,train-00274-of-00396.parquet,187,70605
42094686705316280,274,train-00274-of-00396.parquet,202,70620
42094686705315567,274,train-00274-of-00396.parquet,210,70628
42094686705316265,274,train-00274-of-00396.parquet,214,70632
42094686705315051,274,train-00274-of-00396.parquet,218,70636
42094691000277393,274,train-00274-of-00396.parquet,227,70645
42094691000281808,274,train-00274-of-00396.parquet,230,70648
42094686705311773,274,train-00274-of-00396.parquet,235,70653
42094691000282206,274,train-00274-of-00396.parquet,243,70661
42094686705312920,274,train-00274-of-00396.parquet,246,70664
42094686705314779,275,train-00275-of-00396.parquet,9,70684
42094686705310716,275,train-00275-of-00396.parquet,11,70686
42094691000275058,275,train-00275-of-00396.parquet,16,70691
42094686705317451,275,train-00275-of-00396.parquet,18,70693
42094549266364995,275,train-00275-of-00396.parquet,28,70703
42090288658800356,275,train-00275-of-00396.parquet,50,70725
42090288658800356,275,train-00275-of-00396.parquet,51,70726
42090288658809395,275,train-00275-of-00396.parquet,68,70743
42090288658809034,275,train-00275-of-00396.parquet,79,70754
42090288658809033,275,train-00275-of-00396.parquet,83,70758
42090292953769029,275,train-00275-of-00396.parquet,90,70765
42090292953770735,275,train-00275-of-00396.parquet,94,70769
42090288658810799,275,train-00275-of-00396.parquet,96,70771
42090292953769254,275,train-00275-of-00396.parquet,116,70791
42090288658803777,275,train-00275-of-00396.parquet,126,70801
42090288658801035,275,train-00275-of-00396.parquet,151,70826
42090288658807750,275,train-00275-of-00396.parquet,153,70828
42090288658806739,275,train-00275-of-00396.parquet,158,70833
42090288658808657,275,train-00275-of-00396.parquet,163,70838
42090288658808658,275,train-00275-of-00396.parquet,167,70842
42090292953767296,275,train-00275-of-00396.parquet,174,70849
42090288658799007,275,train-00275-of-00396.parquet,187,70862
42090288658800439,275,train-00275-of-00396.parquet,195,70870
42090288658806304,275,train-00275-of-00396.parquet,197,70872
42090288658802788,275,train-00275-of-00396.parquet,199,70874
42090292953770812,275,train-00275-of-00396.parquet,202,70877
42090151219849695,275,train-00275-of-00396.parquet,216,70891
42090151219852347,275,train-00275-of-00396.parquet,227,70902
42090151219850073,275,train-00275-of-00396.parquet,247,70922
42090151219847602,275,train-00275-of-00396.parquet,251,70926
42090155514811543,276,train-00276-of-00396.parquet,6,70938
42090151219854003,276,train-00276-of-00396.parquet,21,70953
42090155514817777,276,train-00276-of-00396.parquet,27,70959
42090151219850920,276,train-00276-of-00396.parquet,32,70964
42090292953774631,276,train-00276-of-00396.parquet,44,70976
42090297248735318,276,train-00276-of-00396.parquet,54,70986
42090297248732212,276,train-00276-of-00396.parquet,63,70995
42090297248731623,276,train-00276-of-00396.parquet,68,71000
42090297248742393,276,train-00276-of-00396.parquet,78,71010
42090292953771916,276,train-00276-of-00396.parquet,88,71020
42090297248734176,276,train-00276-of-00396.parquet,96,71028
42090297248738245,276,train-00276-of-00396.parquet,97,71029
42090297248742247,276,train-00276-of-00396.parquet,101,71033
42090297248739373,276,train-00276-of-00396.parquet,102,71034
42090297248739375,276,train-00276-of-00396.parquet,103,71035
42090297248731189,276,train-00276-of-00396.parquet,112,71044
42090297248740577,276,train-00276-of-00396.parquet,129,71061
42090297248731076,276,train-00276-of-00396.parquet,131,71063
42090292953773967,276,train-00276-of-00396.parquet,134,71066
42090155514826586,276,train-00276-of-00396.parquet,140,71072
42090159809793066,276,train-00276-of-00396.parquet,149,71081
42090159809780120,276,train-00276-of-00396.parquet,158,71090
42090159809786372,276,train-00276-of-00396.parquet,168,71100
42090155514824331,276,train-00276-of-00396.parquet,172,71104
42090159809786309,276,train-00276-of-00396.parquet,182,71114
42090155514820020,276,train-00276-of-00396.parquet,187,71119
42090155514822214,276,train-00276-of-00396.parquet,189,71121
42090159809783038,276,train-00276-of-00396.parquet,198,71130
42090159809778345,276,train-00276-of-00396.parquet,199,71131
43154044683840283,276,train-00276-of-00396.parquet,200,71132
42090301543700701,276,train-00276-of-00396.parquet,204,71136
42090301543699612,276,train-00276-of-00396.parquet,212,71144
43154048978803922,276,train-00276-of-00396.parquet,213,71145
42090301543703361,276,train-00276-of-00396.parquet,215,71147
42090301543703019,276,train-00276-of-00396.parquet,222,71154
42090297248747230,276,train-00276-of-00396.parquet,223,71155
42090301543701577,276,train-00276-of-00396.parquet,232,71164
43154044683842550,276,train-00276-of-00396.parquet,239,71171
43154044683841973,276,train-00276-of-00396.parquet,244,71176
43153907244888456,276,train-00276-of-00396.parquet,253,71185
43153907244889428,277,train-00277-of-00396.parquet,3,71192
42090301543701159,277,train-00277-of-00396.parquet,9,71198
43153907244885363,277,train-00277-of-00396.parquet,15,71204
43153911539850620,277,train-00277-of-00396.parquet,16,71205
42090297248746050,277,train-00277-of-00396.parquet,20,71209
43153907244891730,277,train-00277-of-00396.parquet,32,71221
43153907244892091,277,train-00277-of-00396.parquet,64,71253
43153911539852424,277,train-00277-of-00396.parquet,70,71259
42090301543702567,277,train-00277-of-00396.parquet,71,71260
43153907244890743,277,train-00277-of-00396.parquet,78,71267
42090159809795123,277,train-00277-of-00396.parquet,82,71271
42090164104743137,277,train-00277-of-00396.parquet,83,71272
43153907244887265,277,train-00277-of-00396.parquet,86,71275
42090159809793557,277,train-00277-of-00396.parquet,93,71282
43153911539850260,277,train-00277-of-00396.parquet,102,71291
42090164104742582,277,train-00277-of-00396.parquet,106,71295
43153907244888396,277,train-00277-of-00396.parquet,135,71324
43153769805938708,277,train-00277-of-00396.parquet,142,71331
42090164104745651,277,train-00277-of-00396.parquet,148,71337
42090164104746783,277,train-00277-of-00396.parquet,152,71341
43153769805939336,277,train-00277-of-00396.parquet,160,71349
42090164104748466,277,train-00277-of-00396.parquet,163,71352
43154053273771435,277,train-00277-of-00396.parquet,167,71356
43154053273775913,277,train-00277-of-00396.parquet,171,71360
43154048978810287,277,train-00277-of-00396.parquet,186,71375
43153915834815477,277,train-00277-of-00396.parquet,197,71386
43153911539857237,277,train-00277-of-00396.parquet,199,71388
43153911539857461,277,train-00277-of-00396.parquet,214,71403
43153911539858992,277,train-00277-of-00396.parquet,221,71410
43153915834813920,277,train-00277-of-00396.parquet,222,71411
43153915834817209,277,train-00277-of-00396.parquet,223,71412
43153915834816702,277,train-00277-of-00396.parquet,239,71428
43153915834815512,277,train-00277-of-00396.parquet,242,71431
43153915834820683,277,train-00277-of-00396.parquet,254,71443
43153915834821744,277,train-00277-of-00396.parquet,255,71444
43153911539863232,278,train-00278-of-00396.parquet,2,71448
43153911539857904,278,train-00278-of-00396.parquet,3,71449
43153915834798599,278,train-00278-of-00396.parquet,18,71464
43153915834820814,278,train-00278-of-00396.parquet,21,71467
43153915834813610,278,train-00278-of-00396.parquet,23,71469
43153911539860617,278,train-00278-of-00396.parquet,29,71475
43153915834813035,278,train-00278-of-00396.parquet,31,71477
43153911539855057,278,train-00278-of-00396.parquet,32,71478
43153911539864356,278,train-00278-of-00396.parquet,51,71497
43153911539864211,278,train-00278-of-00396.parquet,64,71510
43153915834815248,278,train-00278-of-00396.parquet,67,71513
43153915834814298,278,train-00278-of-00396.parquet,91,71537
43153911539857593,278,train-00278-of-00396.parquet,100,71546
43153774100900269,278,train-00278-of-00396.parquet,107,71553
43153778395866446,278,train-00278-of-00396.parquet,110,71556
42094544971391103,278,train-00278-of-00396.parquet,132,71578
42094544971389100,278,train-00278-of-00396.parquet,138,71584
42094544971387880,278,train-00278-of-00396.parquet,142,71588
42094544971391668,278,train-00278-of-00396.parquet,147,71593
42094407532434741,278,train-00278-of-00396.parquet,164,71610
42094407532440552,278,train-00278-of-00396.parquet,165,71611
42094407532436149,278,train-00278-of-00396.parquet,177,71623
42094407532435125,278,train-00278-of-00396.parquet,178,71624
42094407532433936,278,train-00278-of-00396.parquet,179,71625
42094407532432795,278,train-00278-of-00396.parquet,185,71631
42094407532434791,278,train-00278-of-00396.parquet,189,71635
42094407532431540,278,train-00278-of-00396.parquet,197,71643
43154053273777580,278,train-00278-of-00396.parquet,233,71679
43154057568743658,278,train-00278-of-00396.parquet,251,71697
43154053273781478,278,train-00278-of-00396.parquet,253,71699
43153920129786518,279,train-00279-of-00396.parquet,6,71709
43153920129787447,279,train-00279-of-00396.parquet,17,71720
43153915834828140,279,train-00279-of-00396.parquet,44,71747
43153920129790425,279,train-00279-of-00396.parquet,105,71808
43153920129781871,279,train-00279-of-00396.parquet,114,71817
43153920129795220,279,train-00279-of-00396.parquet,118,71821
43153920129792695,279,train-00279-of-00396.parquet,121,71824
43153920129785494,279,train-00279-of-00396.parquet,122,71825
43153920129782618,279,train-00279-of-00396.parquet,130,71833
43153915834802099,279,train-00279-of-00396.parquet,131,71834
43153915834828709,279,train-00279-of-00396.parquet,148,71851
43153915834828157,279,train-00279-of-00396.parquet,163,71866
43153915834825758,279,train-00279-of-00396.parquet,176,71879
43153920129797075,279,train-00279-of-00396.parquet,178,71881
43153920129783516,279,train-00279-of-00396.parquet,208,71911
43153782690837532,279,train-00279-of-00396.parquet,231,71934
43153782690841672,279,train-00279-of-00396.parquet,232,71935
43154061863684098,279,train-00279-of-00396.parquet,233,71936
43154061863705900,279,train-00279-of-00396.parquet,240,71943
43154061863704171,280,train-00280-of-00396.parquet,1,71961
43153924424758611,280,train-00280-of-00396.parquet,16,71976
43153924424751626,280,train-00280-of-00396.parquet,21,71981
43153924424747618,280,train-00280-of-00396.parquet,25,71985
43153924424755000,280,train-00280-of-00396.parquet,47,72007
43153920129798219,280,train-00280-of-00396.parquet,52,72012
43153924424762065,280,train-00280-of-00396.parquet,63,72023
43153924424760852,280,train-00280-of-00396.parquet,89,72049
43153924424761848,280,train-00280-of-00396.parquet,90,72050
43153924424753379,280,train-00280-of-00396.parquet,102,72062
43153924424754705,280,train-00280-of-00396.parquet,109,72069
